MapMySectionsID,Genetics Tools Type,STPT Data File Path,STPT Thumbnail image,Neuroglancer File Path,CCF Registered Image File Path,Target_Cell_Population,Qualitative Image Assessment,ABC.NN,Astro.TE.NN,CLA.EPd.CTX.Car3.Glut,Endo.NN,L2.3.IT.CTX.Glut,L4.5.IT.CTX.Glut,L5.ET.CTX.Glut,L5.IT.CTX.Glut,L5.NP.CTX.Glut,L6.CT.CTX.Glut,L6.IT.CTX.Glut,L6b.CTX.Glut,Lamp5.Gaba,Lamp5.Lhx6.Gaba,Lymphoid.NN,Microglia.NN,OPC.NN,Oligo.NN,Peri.NN,Pvalb.Gaba,Pvalb.chandelier.Gaba,SMC.NN,Sncg.Gaba,Sst.Chodl.Gaba,Sst.Gaba,VLMC.NN,Vip.Gaba
MMS.training.87,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1195693330/ome_zarr_conversion/1195693330.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/639076_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/639076_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1195693330/1195693330.quantification.zip,L4_IT,"strong, dense, L23_Glutamatergic; strong, dense, L4_Glutamatergic; strong, dense, L5_Glutamatergic; strong, dense, Neuron",0,0,1,0,27,19,46,1,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MMS.training.88,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1141394338/ome_zarr_conversion/1141394338.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/600917_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/600917_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1141394338/1141394338.quantification.zip,L5_ET,"weak, sparse, L5_Glutamatergic",0,0,0,0,2,7,105,0,1,6,8,0,4,0,0,0,0,1,0,6,0,0,1,0,11,0,10
MMS.training.89,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1244310443/ome_zarr_conversion/1244310443.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/662282_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/662282_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1244310443/1244310443.quantification.zip,Sst,"strong, dense, GABAergic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,44,0,0
MMS.training.90,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1292751078/ome_zarr_conversion/1292751078.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/693221_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/693221_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1292751078/1292751078.quantification.zip,L2-3_IT,"strong, dense, GABAergic; strong, dense, L1; strong, dense, L23_Glutamatergic",0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,15,1,0,0,0,21,0,2
MMS.training.91,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1316020247/ome_zarr_conversion/1316020247.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/707210_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/707210_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1316020247/1316020247.quantification.zip,L2-3_IT,"strong, dense, L23_Glutamatergic; strong, dense, L5_Glutamatergic",0,0,0,0,26,8,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMS.training.92,Mouse transgenic line,s3://allen-genetic-tools/tissuecyte/761400325/ome_zarr_conversion/761400325.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/420856_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/420856_STPT.json,,,"strong, dense, L5_Glutamatergic; strong, sparse, L6b_Glutamatergic",0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMS.training.93,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1283459168/ome_zarr_conversion/1283459168.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/683559_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/683559_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1283459168/1283459168.quantification.zip,L5_IT,"strong, dense, L23_Glutamatergic; strong, dense, L4_Glutamatergic; strong, dense, L5_Glutamatergic",0,0,0,0,7,33,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MMS.training.94,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1344836092/ome_zarr_conversion/1344836092.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/727404_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/727404_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1344836092/1344836092.quantification.zip,Sst_Chodl,"strong, sparse, GABAergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.95,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1126862604/ome_zarr_conversion/1126862604.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/574069_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/574069_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1126862604/1126862604.quantification.zip,L5-6_NP,"strong, dense, L5_Glutamatergic; strong, sparse, Neuron; weak, dense, L23_Glutamatergic; weak, dense, L6b_Glutamatergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.96,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1282106392/ome_zarr_conversion/1282106392.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/679857_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/679857_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1282106392/1282106392.quantification.zip,L2-3_IT,"weak, sparse, Neuron",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.97,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1225144325/ome_zarr_conversion/1225144325.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/650131_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/650131_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1225144325/1225144325.quantification.zip,Pvalb_ChC,"strong, dense, GABAergic; strong, sparse, GABAergic",0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,23,2,0,1,0,1,0,1
MMS.training.98,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1366726427/ome_zarr_conversion/1366726427.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/728260_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/728260_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1366726427/1366726427.quantification.zip,L6_IT_Car3,"[not assessed], dense, L6_Glutamatergic",2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
MMS.training.99,Mouse transgenic line,s3://allen-genetic-tools/tissuecyte/768045597/ome_zarr_conversion/768045597.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/409586_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/409586_STPT.json,,,"strong, sparse, Endo_Peri; strong, sparse, Neuron",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.100,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1298693157/ome_zarr_conversion/1298693157.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/696697_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/696697_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1298693157/1298693157.quantification.zip,L5_ET,"strong, sparse, Neuron; weak, dense, L5_Glutamatergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.101,Mouse transgenic line,s3://allen-genetic-tools/tissuecyte/837172201/ome_zarr_conversion/837172201.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/437199_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/437199_STPT.json,,,"strong, sparse, Neuron",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.102,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1216148694/ome_zarr_conversion/1216148694.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/643077_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/643077_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1216148694/1216148694.quantification.zip,Sst,"strong, dense, GABAergic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,44,0,0
MMS.training.103,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1192424808/ome_zarr_conversion/1192424808.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/632625_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/632625_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1192424808/1192424808.quantification.zip,Pvalb,"strong, dense, GABAergic; strong, dense, L5_Glutamatergic; strong, sparse, L6b_Glutamatergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.104,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1300441872/ome_zarr_conversion/1300441872.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/699929_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/699929_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1300441872/1300441872.quantification.zip,L6_CT,"strong, sparse, L5_Glutamatergic; weak, dense, L6_Glutamatergic",0,0,1,0,5,13,6,3,0,16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
MMS.training.105,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1365032734/ome_zarr_conversion/1365032734.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/733503_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/733503_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1365032734/1365032734.quantification.zip,L4_IT,"strong, dense, L5_Glutamatergic; strong, sparse, GABAergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.106,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1385562211/ome_zarr_conversion/1385562211.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/743765_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/743765_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1385562211/1385562211.quantification.zip,Oligo,"strong, dense, Oligo",2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,0,0,0,0,0,0,0,0,0
MMS.training.107,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1162125845/ome_zarr_conversion/1162125845.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/615686_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/615686_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1162125845/1162125845.quantification.zip,Astro,"weak, dense, Astro",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.108,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1169117535/ome_zarr_conversion/1169117535.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/617531_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/617531_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1169117535/1169117535.quantification.zip,Pvalb,"strong, dense, GABAergic; strong, dense, L5_Glutamatergic; strong, sparse, L6b_Glutamatergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.109,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1332646914/ome_zarr_conversion/1332646914.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/717249_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/717249_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1332646914/1332646914.quantification.zip,Pvalb,"[not assessed], dense, GABAergic",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,29,0,0,0,0,14,0,0
MMS.training.110,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1168813439/ome_zarr_conversion/1168813439.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/616886_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/616886_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1168813439/1168813439.quantification.zip,Pvalb,"strong, dense, GABAergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.111,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1257469405/ome_zarr_conversion/1257469405.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/662299_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/662299_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1257469405/1257469405.quantification.zip,Sst,"strong, dense, GABAergic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,44,0,0
MMS.training.112,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1125681298/ome_zarr_conversion/1125681298.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/574637_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/574637_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1125681298/1125681298.quantification.zip,Astro,"strong, dense, Astro; weak, sparse, Astro",0,86,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MMS.training.113,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1346490603/ome_zarr_conversion/1346490603.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/726085_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/726085_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1346490603/1346490603.quantification.zip,L6b,"weak, dense, L6b_Glutamatergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.114,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1123118252/ome_zarr_conversion/1123118252.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/574638_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/574638_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1123118252/1123118252.quantification.zip,Sncg,"weak, sparse, Neuron",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.115,Mouse transgenic line,s3://allen-genetic-tools/tissuecyte/1052386590/ome_zarr_conversion/1052386590.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/537032_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/537032_STPT.json,,,"strong, sparse, GABAergic",0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMS.training.116,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1084816119/ome_zarr_conversion/1084816119.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/559484_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/559484_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1084816119/1084816119.quantification.zip,L5_ET,"weak, dense, L5_Glutamatergic",0,0,0,0,1,15,82,1,2,1,5,1,4,0,0,0,0,2,0,13,0,0,3,0,10,0,16
MMS.training.117,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1287287164/ome_zarr_conversion/1287287164.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/691089_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/691089_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1287287164/1287287164.quantification.zip,Sst_Chodl,"strong, dense, GABAergic",0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,74,0,0
MMS.training.118,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1128000241/ome_zarr_conversion/1128000241.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/571303_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/571303_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1128000241/1128000241.quantification.zip,L5_ET,"N.A., N.A., Neuron; strong, dense, L5_Glutamatergic; strong, dense, Neuron; strong, sparse, Neuron; weak, sparse, L5_Glutamatergic",0,2,0,0,0,7,2,1,0,0,0,0,10,0,0,0,0,1,0,1,0,0,0,0,1,0,0
MMS.training.119,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1306390597/ome_zarr_conversion/1306390597.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/702273_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/702273_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1306390597/1306390597.quantification.zip,Sncg,"strong, dense, GABAergic; strong, dense, L4_Glutamatergic",0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2,3,0,1,0,1,0,3
MMS.training.120,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1364414344/ome_zarr_conversion/1364414344.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/732239_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/732239_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1364414344/1364414344.quantification.zip,L4_IT,"strong, dense, L6b_Glutamatergic; strong, sparse, L6_Glutamatergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.121,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1292535194/ome_zarr_conversion/1292535194.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/693219_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/693219_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1292535194/1292535194.quantification.zip,Oligo,"weak, dense, Oligo",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.122,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1229392640/ome_zarr_conversion/1229392640.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/651208_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/651208_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1229392640/1229392640.quantification.zip,Endo,"weak, sparse, Endo_Peri",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.123,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1085232866/ome_zarr_conversion/1085232866.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/559486_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/559486_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1085232866/1085232866.quantification.zip,L5_ET,"strong, dense, L5_Glutamatergic; weak, sparse, L5_Glutamatergic",0,0,1,0,22,10,68,1,1,2,7,0,1,0,0,0,0,0,0,10,0,0,0,2,6,0,3
MMS.training.124,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1175397453/ome_zarr_conversion/1175397453.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/623656_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/623656_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1175397453/1175397453.quantification.zip,L5_ET,"strong, dense, L5_Glutamatergic",0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MMS.training.125,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1238735754/ome_zarr_conversion/1238735754.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/653319_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/653319_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1238735754/1238735754.quantification.zip,Pvalb_ChC,"strong, dense, GABAergic; weak, dense, GABAergic",0,0,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,27,0,0,0,0,3,0,0
MMS.training.126,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1200322662/ome_zarr_conversion/1200322662.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/637265_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/637265_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1200322662/1200322662.quantification.zip,Oligo,"strong, dense, Oligo",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.127,Mouse transgenic line,s3://allen-genetic-tools/tissuecyte/1377093248/ome_zarr_conversion/1377093248.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/732112_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/732112_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1377093248/1377093248.quantification.zip,,"strong, dense, Neuron",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.128,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1124377984/ome_zarr_conversion/1124377984.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/572043_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/572043_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1124377984/1124377984.quantification.zip,Sst_Chodl,"strong, dense, L4_Glutamatergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.129,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1295343098/ome_zarr_conversion/1295343098.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/694541_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/694541_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1295343098/1295343098.quantification.zip,L5_ET,"strong, dense, L5_Glutamatergic; weak, dense, L23_Glutamatergic",0,0,0,0,0,0,43,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
